arrival,elevation
Buková u Příbramě,487
Cetyně,480
Chotilsko,340
Chraštice,546
Chrást,507
Daleké Dušníky,400
Dlouhá Lhota,425
Dolní Hbity,399
Drahenice,495
Drevníky,331
Drhovy,410
Drásov,434
Dubenec,458
Dublovice,373
Dubno,574
Hluboš,475
Hlubyně,496
Horčápsko,476
Hudčice,491
Hvožďany,533
Háje,575
Hřiměždice,325
Jablonná,464
Jesenice,373
Jince,391
Kamýk nad Vltavou,274
Klučenice,457
Korkyně,350
Kosova Hora,379
Kotenčice,417
Koupě,524
Kozárovice,493
Krásná Hora nad Vltavou,434
Kňovice,358
Křepenice,355
Křešín,448
Lazsko,530
Lešetice,540
Lhota u Příbramě,487
Láz,588
Malá Hraštice,456
Milešov,401
Milín,547
Modřovice,555
Mokrovraty,365
Nalžovice,340
Narysov,596
Nechvalice,485
Nedrahovice,387
Nepomuk,643
Nestrašovice,455
Nečín,410
Nová Ves pod Pleší,410
Nové Dvory,350
Obecnice,520
Obory,365
Obořiště,373
Občov,478
Ohrazenice,415
Osečany,361
Ostrov,498
Ouběnice,395
Petrovice,450
Pečice,504
Pičín,472
Podlesí,503
Počaply,461
Počepice,441
Prosenická Lhota,423
Příčovy,360
Radíč,301
Radětice,526
Rosovice,428
Rybníky,337
Sedlice,550
Smolotely,439
Solenice,286
Starosedlský Hrádek,470
Suchodol,447
Svaté Pole,387
Svatý Jan,409
Svojšice,470
Sádek,483
Tochovice,487
Trhové Dušníky,450
Tušovice,498
Těchařovice,519
Velká Lečice,298
Višňová,411
Volenice,561
Voznice,373
Vranovice,538
Vrančice,535
Vysoká u Příbramě,575
Vysoký Chlumec,490
Věšín,551
Vševily,581
Zalužany,466
Zduchovice,407
Čenkov,400
Čím,320
Štětkovice,436
Lobkovice,167
Patrasayer,61
Joypur,74
Simlapal,78
Hirbandh,123
Branov,309
Břežany,442
Čistá,479
Děkov,372
Itaura,131
Županovice,295
Drahouš,530
Hořesedly,379
Hořovičky,369
Hracholusky,402
Hřebečníky,388
Hředle,396
Hvozd,484
Chrášťany,385
Janov,427
Jesenice,455
Kalivody,369
Karlova Ves,400
Kněževes,364
Kolešov,385
Kolešovice,376
Kounov,411
Kozojedy,365
Krakov,445
Krakovec,395
Kroučová,482
Krty,439
Krupá,363
Krušovice,379
Malinová,480
Městečko,265
Milostín,382
Milý,350
Mšecké Žehrovice,413
Mutějovice,386
Nesuchyně,370
Nezabudice,303
Nový Dům,405
Oráčov,393
Panoší Újezd,400
Petrovice,386
Pochvalov,382
Přerubenice,369
Příčina,475
Přílepy,353
Pšovlky,362
Pustověty,300
Račice,208
Roztoky,275
Ruda,412
Rynholec,467
Řeřichy,391
Řevničov,457
Senec,410
Smilovice,355
Srbeč,324
Svojetín,400
Sýkořice,352
Šanov,355
Šípy,432
Švihov,375
Třeboc,448
Václavy,435
Třtice,444
Velká Buková,435
Velká Chmelištná,517
Všesulov,475
Všetaty,403
Zavidov,461
Zbečno,235
Mšec,435
Slabce,419
Žďár,552
Máslojedy,321
Petrovice,248
Písek,217
Pšánky,260
Račice nad Trotinou,250
Sendražice,263
Skalice,242
Smržov,248
Sovětice,263
Stará Voda,228
Střezetice,271
Světí,259
Šaplava,251
Vrchovnice,281
Výrava,250
Vysoká nad Labem,240
Vysoký Újezd,292
Gîrbova,247
Sauca,225
Fort Ross,5
Sarenga,79
Ekkaduthangal,55
Narayankhed,10
Bačalky,374
Bašnice,266
Běchary,230
Bílsko u Hořic,250
Boháňka,411
Asalat Ganj,130
Dharau,125
Derapur,124
Mawar,118
Bhimsen,125
Bidhnu,123
Mangalpur,133
Binaur,127
Borek,479
Brada-Rybníček,400
Březina,262
Bříšťany,262
Budčeves,212
Bukvice,318
Butoves,260
Bystřice,283
Cerekvice nad Bystřicí,279
Červená Třemešná,326
Češov,292
Dílce,287
Dobrá Voda u Hořic,274
Dolní Lochov,298
Dřevěnice,310
Holín,286
Holovousy,306
Cholenice,235
Chomutice,253
Chyjice,273
Jeřice,279
Jinolice,325
Kacákova Lhota,267
Kbelnice,294
Kněžnice,369
Kostelec,297
Kovač,265
Kozojedy,272
Kyje,423
Libošovice,295
Libuň,320
Lískovice,264
Lukavec u Hořic,309
Markvartice,356
Mladějov,285
Nemyčeves,282
Nevratice,246
Ohařice,325
Ohaveč,293
Ostružno,286
Petrovičky,272
Podhorní Újezd a Vojice,294
Podůlší,345
Radim,306
Rašín,284
Rohoznice,301
Rokytňany,248
Samšina,312
Sběř,246
Sedliště,240
Sekeřice,274
Slatiny,268
Slavhostice,258
Sobčice,252
Soběraz,331
Staré Hrady,240
Staré Místo,282
Staré Smrkovice,250
Střevač,288
Sukorady,262
Svatojanský Újezd,321
Šárovcova Lhota,292
Tetín,340
Třebnouševes,278
Třtěnice,253
Tuř,270
Úbislavice,328
Údrnice,269
Úhlejov,438
Újezd pod Troskami,300
Úlibice,286
Valdice,308
Veliš,322
Vidochov,476
Vitiněves,262
Volanice,250
Vrbice,252
Vršce,261
Zámostí-Blata,292
Zelenecká Lhota,332
Vřesník,426
Žeretice,252
Židovice,237
Žlunice,263
Mlázovice,304
Podhradí,358
Železnice,321
Bohuslavice,284
Borová,630
Božanov,405
Brzice,429
Bukovice,453
Ghargaon (Shrigonda),561
Černčice,297
Červená Hora,377
Česká Čermná,520
Česká Metuje,432
Dolany,274
Dolní Radechová,359
Hejtmánkovice,418
Heřmanice,276
Heřmánkovice,447
Horní Radechová,416
Hořenice,266
Hořičky,440
Chvalkovice,306
Jasenná,270
Jestřebí,448
Jetřichov,449
Kramolna,457
Křinice,395
Lhota pod Hořičkami,319
Libchyně,408
Litoboř,394
Martínkovice,390
Mezilesí,504
Nahořany,291
Nový Hrádek,560
Nový Ples,269
Otovice,354
Provodov-Šonov,297
Přibyslav,367
Rasošky,262
Rychnovek,264
Říkov,274
Sendraž,550
Slatina nad Úpou,372
Slavětín nad Metují,268
Slavoňov,424
Studnice,342
Suchý Důl,489
Šestajovice,274
Šonov,460
Velichovky,302
Velká Jesenice,286
Velké Petrovice,486
Velké Poříčí,360
Velký Třebešov,289
Vestec,280
Vlkov,255
Vršovka,332
Vysoká Srbská,474
Vysokov,362
Zábrodí,419
Zaloňov,248
Žďár nad Metují,441
Žďárky,397
Žernov,382
Bačetín,462
Bílý Újezd,333
Bohdašín,485
Bolehošť,261
Bystré,543
Byzhradec,313
Čermná nad Orlicí,261
Černíkovice,316
České Meziříčí,254
Čestice,259
Dobřany,630
Hřibiny-Ledská,317
Chleny,368
Chlístov,354
Jahodov,410
Janov,517
Javornice,390
Kostelecké Horky,320
Kounov,445
Králova Lhota,265
Krchleby,325
Kvasiny,343
Lhoty u Potštejna,335
Libel,325
Liberk,455
Lípa nad Orlicí,252
Lukavice,470
Lupenice,330
Mokré,262
Nová Ves,276
Očelice,274
Ohnišov,406
Olešnice,277
Olešnice v Orlických horách,593
Osečnice,545
Pěčín,507
Podbřezí,323
Pohoří,263
Proruby,480
Přepychy,305
Rohenice,268
Sedloňov,650
Semechnice,282
Skuhrov nad Bělou,379
Slatina nad Zdobnicí,420
Sněžné,610
Svídnice,314
Synkov-Slemeno,284
Trnov,292
Val,355
Třebešov,304
Tutleky,307
Voděrady,362
Vrbice,423
Záměl,292
Zdelov,292
Zdobnice,605
Žďár nad Orlicí,257
Doudleby nad Orlicí,281
Batňovice,364
Bílá Třemešná,358
Bílé Poličany,358
Borovnice,481
Borovnička,464
Černý Důl,684
Chotěvice,357
Choustníkovo Hradiště,286
Chvaleč,493
Dolní Brusnice,361
Dolní Dvůr,641
Dolní Kalná,377
Dolní Lánov,426
Dolní Olešnice,346
Doubravice,387
Dubenec,296
Hajnice,589
Havlovice,327
Horní Brusnice,453
Horní Kalná,396
Horní Maršov,575
Horní Olešnice,364
Hřibojedy,382
Jívka,474
Klášterská Lhota,373
Kocbeře,439
Kohoutov,467
Lampertice,504
Lánov,462
Lanžov,297
Libňatov,429
Libotov,399
Litíč,326
Maršov u Úpice,462
Mladé Buky,476
Mostek,439
Nemojov,391
Prosečné,378
Radvanice,521
Stanovice,272
Staré Buky,374
Suchovršice,348
Třebihošť,448
Vilantice,304
Vítězná,498
Vlčice,367
Zábřezí-Řečice,414
Zdobín,418
Zlatá Olešnice,473
Dolní Žandov,540
Drmoul,562
Hazlov,550
Krásná,643
Křižovatka,473
Libá,508
Lipová,506
Milhostov,441
Mnichov,725
Nebanice,423
Nový Kostel,486
Odrava,422
Okrouhlá,445
Ovesné Kladruby,715
Podhradí,562
Pomezí nad Ohří,468
Poustka,515
Prameny,725
Stará Voda,605
Trstěnice,558
Třebeň,439
Tři Sekery,665
Tuřany,445
Valy,555
Velká Hleďsebe,561
Velký Luh,487
Vlkovice,666
Vojtanov,518
Zádub-Závišín,760
Božičany,424
Březová,420
Černava,619
Čichalov,595
Dalovice,400
Děpoltovice,492
Hájek,473
Hory,522
Chodov,707
Jenišov,421
Kolová,575
Krásné Údolí,638
Kyselka,358
Merklín,513
Mírová,414
Nové Hamry,693
Otovice,417
Otročín,632
Pila,550
Potůčky,695
Pšov,526
Sadov,410
Smolné Pece,518
Stanovice,558
Stráž nad Ohří,328
Stružná,645
Šemnice,423
Štědrá,583
Teplička,457
Útvina,595
Valeč,533
Velichov,348
Verušičky,574
Vojkovice,336
Vrbice,563
Vysoká Pec,744
Žlutice,497
Bublava,735
Bukovany,440
Citice,420
Dasnice,442
Dolní Nivy,552
Dolní Rychnov,425
Chlum Svaté Maří,539
Jindřichovice,646
Josefov,525
Kaceřov,427
Krajková,582
Královské Poříčí,396
Libavské Údolí,442
Lomnice,443
Nová Ves,742
Rovná,700
Staré Sedlo,418
Stříbrná,448
Šabina,408
Šindelová,598
Tatrovice,564
Těšovice,402
Vřesová,473
Svatava,407
Bělá,378
Benecko,682
Benešov u Semil,352
Bozkov,488
Bradlecká Lhota,335
Bukovina u Čisté,433
Bystrá nad Jizerou,468
Čistá u Horek,422
Háje nad Jizerou,396
Holenice,368
Horka u Staré Paky,503
Horní Branná,459
Hrubá Skála,287
Chuchelna,385
Jesenný,433
Jestřabí v Krkonoších,714
Kacanovy,296
Karlovice,284
Klokočí,376
Košťálov,359
Kruh,426
Ktová,285
Levínská Olešnice,472
Libštát,364
Loučky,424
Martinice v Krkonoších,482
Modřišice,243
Mříčná,431
Nová Ves nad Popelkou,428
Ohrazenice,256
Olešnice,286
Paseky nad Jizerou,675
Peřimov,394
Poniklá,490
Přepeře,245
Příkrý,518
Rakousy,257
Roprachtice,578
Roztoky u Jilemnice,428
Roztoky u Semil,512
Slaná,358
Stružinec,434
Svojek,427
Syřenov,448
Tatobity,398
Troskovice,349
Veselá,369
Víchová nad Jizerou,411
Vítkovice,683
Všeň,272
Vyskeř,372
Záhoří,501
Žernov,339
Bezděz,362
Blatce,360
Blíževedly,361
Bohatice,287
Brniště,290
Dubnice,313
Hamr na Jezeře,320
Horní Libchava,258
Horní Police,252
Chlum,332
Chotovice,304
Jestřebí,259
Kozly,395
Kravaře,280
Krompach,476
Kunratice u Cvikova,318
Luka,330
Mařenice,392
Noviny pod Ralskem,290
Nový Oldřichov,468
Okna,282
Okrouhlá,385
Pertoltice pod Ralskem,284
Polevsko,490
Prysk,435
Radvanec,305
Skalice u České Lípy,324
Skalka u Doks,335
Stružnice,238
Stvolínky,289
Svojkov,362
Sloup v Čechách,292
Svor,435
Tachov,333
Tuhaň,273
Velenice,278
Velký Valtinov,292
Volfartice,323
Vrchovany,332
Zahrádky,260
Ždírec,370
Žandov,263
Holany,265
Dalešice,568
Držkov,497
Frýdštejn,474
Janov nad Nisou,560
Jenišovice,390
Jílové u Držkova,520
Jiřetín pod Bukovou,525
Josefův Důl,625
Koberovy,407
Líšný,525
Loužnice,568
Malá Skála,266
Maršovice,668
Nová Ves nad Nisou,595
Pěnčín,536
Plavy,403
Pulečný,537
Radčice,545
Rádlo,536
Skuhrov,500
Zlatá Olešnice,535
Vlastiboř,680
Zásada,520
Velké Hamry,412
Fearsville,170
Gracey,155
Alwington,94
Harshaw,1485
Bílčice,545
Bohušov,240
Čaková,515
Dětřichov nad Bystřicí,608
Dívčí Hrad,307
Dolní Moravice,600
Dvorce,552
Heřmanovice,615
Hlinka,254
Holčovice,475
Horní Město,675
Horní Životice,470
Hošťálkovy,400
Jindřichov,327
Jiříkov,445
Karlovice,480
Krasov,470
Křišťanovice,605
Leskovec nad Moravicí,510
Lichnov,380
Liptaň,295
Lomnice,548
Ludvíkov,620
Malá Morávka,660
Malá Štáhle,588
Nová Pláň,494
Nové Heřminovy,392
Petrovice,468
Roudno,577
Rudná pod Pradědem,600
Rusín,256
Ryžoviště,595
Slezské Pavlovice,200
Stará Ves,645
Staré Heřminovy,473
Světlá Hora,575
Svobodné Heřmanice,398
Široká Niva,368
Třemešná,365
Tvrdkov,495
Úvalno,325
Valšov,520
Velká Štáhle,540
Vysoká,280
Zátor,368
Fryčovice,262
Krmelín,264
Lhotka,433
Bartošovice,247
Bílov,347
Bítov,360
Bordovice,390
Bravantice,243
Heřmanice u Oder,486
Heřmánky,324
Hladké Životice,254
Hodslavice,337
Hostašovice,360
Jakubčovice nad Odrou,314
Jeseník nad Odrou,264
Jistebník,238
Kateřinice,260
Kujavy,258
Lichnov,359
Luboměř,546
Mankovice,268
Mošnov,253
Petřvald,233
Pustějov,253
Sedlnice,254
Skotnice,278
Slatina,411
Spálov,549
Šenov u Nového Jičína,260
Tichá,355
Trnávka,246
Trojanovice,500
Velké Albrechtice,243
Veřovice,422
Vražné,274
Vrchy,474
Ženklava,336
Životice u Nového Jičína,325
Harti (Gadag district),650
Taregana,61
Öskemen,283
Kedarnath Wildlife Sanctuary,1160
Bamroli,13
Godadara,13
Puna,13
Kanakpur-Kansad,13
Amroli,13
Kosad,13
Pickering Township,496
Daowai,119
Honduras,256
Avery,296
Bílá Voda,305
Černá Voda,340
Bin County,163
Bayan County,136
Hradec-Nová Ves,364
Kobylá nad Vidnavkou,290
Mikulovice,320
Ostružná,694
Písečná,403
Skorošice,404
Stará Červená Voda,304
Supíkovice,407
Uhelná,276
Velká Kraš,252
Velké Kunětice,340
Vlčice,339
Vápenná,408
Tonghe County,107
Žulová,357
Vidnava,239
Yi'an County,210
Blatec,224
Bohuňovice,231
Bouzov,445
Bukovany,263
Bystrovany,231
Bystročice,215
Bílsko,346
Bílá Lhota,395
Bělkovice-Lašťany,258
Charváty,226
Cholina,262
Dlouhá Loučka,268
Dolany,254
Doloplazy,298
Domašov u Šternberka,437
Drahanovice,339
Dubčany,240
Haňovice,263
Hlubočky,382
Hlušovice,217
Hlásnice,380
Hnojice,227
Hněvotín,244
Horní Loděnice,543
Hraničné Petrovice,587
Huzová,534
Jívová,561
Komárov,261
Kožušany-Tážaly,227
Krčmaň,223
Křelov-Břuchotín,255
Liboš,223
Lipina,482
Loučany,234
Loučka,360
Luběnice,224
Luká,483
Lutín,236
Lužice,242
Majetín,206
Medlov,286
Mladějovice,243
Mrsklesy,290
Mutkov,593
Měrotín,327
Norberčany,544
Nová Hradečná,275
Náklo,225
Olbramice,394
Paseka,568
Pňovice,227
Přáslavice,326
Příkazy,226
Samotišky,267
Senice na Hané,238
Senička,260
Skrbeň,224
Slavětín,435
Strukov,229
Střeň,225
Suchonice,301
Svésedlice,277
Tovéř,247
Troubelice,250
Těšetice,227
Velký Týnec,244
Vilémov,395
Věrovany,206
Újezd,248
Ústín,238
Červenka,236
Řídeč,284
Štarnov,224
Štěpánov,232
Šumvald,306
Želechovice,235
Žerotín,227
Salem,251
Cuiluan,253
Barreiros,22
Velká Bystřice,290
Dub nad Moravou,212
Velký Újezd,369
Biskupice,207
Bohuslavice,409
Bousín,611
Brodek u Konice,595
Budětsko,438
Buková,628
Kalepalli,117
Timbauba,102
Bílovice-Lutotín,249
Březsko,510
Dobrochov,237
Dobromilice,218
Doloplazy,214
Dzbel,493
Dětkovice,244
Dřevnovice,213
Hačky,473
Horní Štěpánov,605
Hradčany-Kobeřice,221
Hrdibořice,214
Hrubčice,210
Hruška,220
Hvozd,502
Ivaň,208
Jesenec,474
Kladky,505
Klenovice na Hané,227
Klopotovice,207
Koválovice-Osíčany,238
Krumsín,312
Laškov,301
Lešany,266
Ludmírov,458
Malé Hradisko,578
Mostkovice,253
Mořice,206
Myslejovice,353
Niva,556
Obědkovice,212
Ochoz,557
Ohrozim,315
Olšany u Prostějova,217
Ondratice,271
Otaslavice,250
Otinoves,576
Pavlovice u Kojetína,257
Pivín,219
Polomí,455
Prostějovičky,382
Ptení,322
Pěnčín,334
Přemyslovice,395
Raková u Konice,404
Rakůvka,434
Rozstání,545
Seloutky,256
Skalka,218
Skřípov,578
Slatinky,272
Smržice,224
Srbce,267
Stařechovice,250
Stražisko,407
Stínava,400
Suchdol,490
Tvorovice,232
Určice,254
Vincencov,341
Vitčice,237
Vranovice-Kelčice,233
Vrbátky,213
Vrchoslavice,206
Víceměřice,208
Vícov,364
Výšovice,224
Vřesovice,216
Čehovice,211
Čelechovice na Hané,234
Čelčice,209
Šubířov,564
Želeč,241
Brodek u Prostějova,260
Drahany,626
Kralice na Hané,214
Protivanov,684
Tištín,220
Baoqing County,83
Nezamyslice,204
Kilmeague,110
Tatabad,400
Giria,19
Berrechid,213
Balasinor,72
Diváky,233
Dobré Pole,186
Dolní Dunajovice,183
Drnholec,183
Hlohovec,174
Didao District,199
Bezuchov,296
Beňov,240
Bochoř,204
Bohuslávky,297
Buk,250
Býškovice,278
Citov,201
Císařov,201
Dobrčice,243
Dolní Nětčice,277
Dolní Těšice,332
Dolní Újezd,285
Domaželice,230
Grymov,216
Hlinsko,294
Horní Nětčice,312
Horní Těšice,341
Horní Újezd,335
Hrabůvka,338
Hradčany,245
Jezernice,259
Jindřichov,418
Kladníky,318
Klokočí,278
Kokory,250
Křenovice,202
Křtomil,265
Lazníky,290
Lazníčky,310
Lhota,340
Lhotka,274
Lipová,262
Lobodice,198
Malhotice,296
Milenov,282
Milotice nad Bečvou,264
Měrovice nad Hanou,202
Nahošovice,257
Nelešovice,248
Oldřichov,222
Olšovec,305
Opatovice,291
Oplocany,200
Oprostovice,300
Osek nad Bečvou,225
Partutovice,410
Paršovice,322
Podolí,262
Polkovice,199
Polom,280
Provodovice,355
Přestavlky,275
Radkova Lhota,246
Radkovy,244
Radotín,288
Radslavice,223
Radvanice,268
Radíkov,506
Rakov,325
Rokytnice,210
Rouské,357
Skalička,268
Sobíšky,300
Soběchleby,284
Stará Ves,270
Stříbrnice,207
Střítež nad Ludinou,338
Sušice,233
Troubky,199
Turovice,238
Tučín,243
Týn nad Bečvou,238
Uhřičice,198
Veselíčko,276
Vlkoš,200
Výkleky,319
Věžky,202
Všechovice,346
Zábeštní Lhota,293
Zámrsky,340
Ústí,257
Čechy,226
Čelechovice,237
Černotín,259
Říkovice,204
Šišma,260
Špičky,347
Želatovice,226
Žákovice,263
Dřevohostice,239
Bohdíkov,348
Bohuslavice,259
Bohutín,340
Bratrušov,398
Brníčko,300
Bušín,355
Dlouhomilov,320
Dolní Studénky,320
Drozdov,515
Horní Studénky,515
Hoštejn,320
Hraběšice,530
Hrabišín,320
Hrabová,290
Hynčina,545
Chromeč,297
Jakubovice,495
Jedlí,485
Jestřebí,365
Jindřichov,460
Kamenná,386
Klopina,306
Kolšov,296
Kopřivná,571
Kosov,404
Krchleby,380
Leština,270
Líšnice,320
Lukavice,262
Malá Morava,437
Maletín,455
Nemile,293
Nový Malín,317
Oskava,316
Písařov,552
Police,286
Postřelmov,284
Postřelmůvek,322
Rájec,274
Rejchartice,493
Rohle,323
Rovensko,298
Ruda nad Moravou,325
Sudkov,290
Svébohov,417
Šléglov,661
Vernířovice,524
Vikantice,613
Vikýřovice,335
Vyšehoří,324
Zvole,265
Branná,633
Janoušov,555
Khampat,0
Bapchule,365
Deba,10
Aimin District,244
Dong'an District,235
Casinhas,390
Brownstown,100
Bodocó,443
Rivière-au-Tonnerre,15
Natashquan,10
Garristown,120
Barcena del Monasterio,468
Krakovets,209
Chemung,273
Tirupathur Taluk,387
Nagalkuzhi,150
Yemilchyne,206
Aronda,20
Shanghe County,19
Chaotian,553
Sertânia,558
Velpur,18
Dachuan,312
San Cono,456
Banzhong Township,26
Cangxi County,390
Changning County,278
Danling County,489
Baoxing County,1011
Jiuzhaigou County,1400
Heishui County,3544
Zamtang County,3285
Danba County,1799
Dawu County,2992
Baiyü County,3012
Sêrtar County,4127
Daocheng County,3753
Huili,1802
Butuo County,2398
Leibo County,1175
Angelim,631
Chuanshan,283
Anju,282
Gongjing,322
Yantan,321
Cuiping,293
Bazhou,392
Chengbei,2249
Datong County,2442
Gangca County,3309
Perryville,260
Kilvelur,8
Český Krumlov,492
Maqên County,3700
Qumarlêb County,4191
Dulan County,3194
Chengguan,29
Yongchun County,121
Zhangping,165
Puning,10
Gandhipuram,411
Aliança,123
Amaraji,289
Marj Al-Hamam,895
Sakrand Taluka,25
Piania,74
Victoria Road,259
Vandalia,240
Banín,454
Benátky,350
Bezděčí u Trnávky,318
Biskupice,352
Bohuňov,398
Bohuňovice,335
Borová,615
Kuqishtë,1204
Bělá u Jevíčka,396
Borušov,405
Březina,420
Březinky,404
Březiny,605
Budislav,520
Cerekvice nad Loučnou,294
Chmelík,442
Chornice,322
Chotěnov,494
Chotovice,449
Chrastavec,455
Čistá,385
Desná,455
Dětřichov u Moravské Třebové,505
Dlouhá Loučka,398
Dolní Újezd,405
Gruna,408
Hartinkov,511
Horky,337
Horní Újezd,425
Hradec nad Svitavou,420
Janov,465
Janůvky,476
Jaroměřice,368
Jarošov,482
Jedlová,590
Kamenec u Poličky,550
Kamenná Horka,521
Korouhev,558
Koruna,410
Křenov,476
Kunčina,365
Květná,575
Lavičné,444
Linhartice,336
Lubná,495
Makov,430
Malíkov,395
Městečko Trnávka,318
Mikuleč,495
Mladějov na Moravě,415
Morašice,355
Nedvězí,670
Nová Sídla,313
Nová Ves u Jarošova,454
Oldřiš,575
Opatov,438
Opatovec,438
Osík,355
Pohledy,495
Pomezí,575
Poříčí u Litomyšle,435
Příluka,455
Pustá Kamenice,620
Pustá Rybná,602
Radiměř,485
Radkov,330
Řídký,308
Rohozná,575
Rozhraní,372
Rozstání,361
Rudná,537
Rychnov na Moravě,355
Sádek,543
Sebranice,482
Sedliště,328
Široký Důl,512
Sklené,510
Slatina,453
Staré Město,418
Stašov,585
Strakov,435
Študlov,514
Suchá Lhota,426
Svojanov,460
Telecí,578
Třebařov,360
Tržek,306
Újezdec,352
Útěchov,370
Vendolí,480
Vidlatá Seč,426
Víska u Jevíčka,386
Vítějeves,473
Vlčkov,415
Vranová Lhota,292
Vrážné,350
Vysoká,562
Želivsko,530
Koclířov,502
North Mitrovica,515
Barra de Guabiraba,482
Sakharwadi,568
New Serchhip,944
Pulyny,232
Horodnytsia,198
Karumanchi,75
Jehnědí,430
Klášterec nad Orlicí,490
Koldín,341
Kosořín,317
Krasíkov,330
Libchavy,345
Libecina,448
Líšnice,430
Lubník,373
Lukavice,380
Luková,370
Mostek,364
Nasavrky,345
Nekoř,475
Orlické Podhůří,426
Orličky,596
Ostrov,396
Oucmanice,380
Pastviny,495
Petrovice,450
Plchovice,271
Podlesí,405
Přívrat,450
Pustina,448
Řetová,405
Řetůvka,380
Rybník,385
Sázava,365
Seč,426
Šedivec,470
Semanín,368
Skořenice,294
Slatina,260
Sobkovice,558
Sopotnice,345
Sruby,280
Strážná,605
Studené,547
Sudislav nad Orlicí,450
Sudslava,432
Svatý Jiří,394
Tatenice,344
Tisová,292
Třebovice,415
Trpík,368
Újezd u Chocně,320
Velká Skrovnice,415
Verměřovice,384
Voděrady,380
Vračovice-Orlov,298
Výprachtice,587
Zádolí,412
Zálší,297
Zámrsk,260
Zářecká Lhota,335
Žichlínek,348
Kameničná,463
Blížejov,383
Brnířov,461
Bukovec,434
Čečovice,404
Čermná,436
Černovice,437
Česká Kubice,552
Chocomyšl,448
Chodov,497
Chodská Lhota,500
Chrastavice,448
Díly,582
Drahotín,485
Draženov,451
Hlohová,412
Hlohovčice,418
Hora Svatého Václava,572
Hradiště,421
Hvožďany,507
Kanice,432
Kaničky,446
Klenčí pod Čerchovem,497
Kout na Šumavě,425
Křenovy,368
Kvíčovice,378
Libkov,568
Loučim,518
Luženičky,462
Meclov,396
Milavče,393
Mířkov,463
Mnichov,472
Močerady,428
Mrákov,462
Mutěnín,492
Nemanice,530
Němčice,513
Neuměř,392
Nevolice,477
Nová Ves,518
Nový Kramolín,462
Osvračín,373
Otov,412
Pařezov,420
Pasečnice,515
Pelechy,574
Pocinovice,448
Poděvousy,447
Postřekov,470
Puclice,398
Rybník,532
Semněvice,493
Spáňov,435
Srbice,433
Srby,385
Štichov,392
Stráž,503
Tlumačov,460
Trhanov,456
Úboč,498
Újezd,503
Únějovice,458
Úsilov,467
Velký Malahov,513
Vidice,502
Vlkanov,448
Všekary,432
Všepadly,468
Všeruby,437
Zahořany,408
Ždánov,432
Běhařov,485
Běšiny,482
Bezděkov,412
Biřkov,418
Bolešiny,422
Břežany,488
Budětice,495
Bukovník,615
Čachrov,716
Černíkov,498
Červené Poříčí,372
Chanovice,548
Chlistov,527
Chudenice,488
Chudenín,478
Číhaň,593
Čímice,480
Dešenice,505
Dlažov,510
Dlouhá Ves,512
Dobršín,468
Dolany,387
Domoraz,515
Dražovice,483
Frymburk,493
Hamry,560
Hejná,475
Hlavňovice,687
Hnačov,565
Horská Kvilda,1070
Hrádek,485
Hradešice,458
Javor,517
Ježovy,458
Kejnice,540
Kolinec,545
Kovčín,532
Křenice,425
Kvášňovice,536
Lomec,413
Malý Bor,442
Maňovice,520
Mezihoří,472
Mlýnské Struhadlo,498
